inventory_id,product_id,stock_quantity,last_restock
2738,2738,303,2025-09-12
2739,2739,532,2025-09-12
2740,2740,90,2025-09-12
2741,2741,615,2025-09-12
2742,2742,89,2025-09-12
2743,2743,759,2025-09-12
2744,2744,138,2025-09-12
2745,2745,969,2025-09-12
2746,2746,942,2025-09-12
2747,2747,409,2025-09-12
2748,2748,495,2025-09-12
2749,2749,562,2025-09-12
2750,2750,543,2025-09-12
2751,2751,140,2025-09-12
2752,2752,716,2025-09-12
2753,2753,293,2025-09-12
2754,2754,159,2025-09-12
2755,2755,803,2025-09-12
2756,2756,979,2025-09-12
2757,2757,141,2025-09-12
2758,2758,452,2025-09-12
2759,2759,322,2025-09-12
2760,2760,262,2025-09-12
2761,2761,598,2025-09-12
2762,2762,73,2025-09-12
2763,2763,274,2025-09-12
2764,2764,730,2025-09-12
2765,2765,454,2025-09-12
2766,2766,954,2025-09-12
2767,2767,164,2025-09-12
2768,2768,741,2025-09-12
2769,2769,456,2025-09-12
2770,2770,944,2025-09-12
2771,2771,335,2025-09-12
2772,2772,31,2025-09-12
2773,2773,910,2025-09-12
2774,2774,558,2025-09-12
2775,2775,393,2025-09-12
2776,2776,582,2025-09-12
2777,2777,343,2025-09-12
2778,2778,356,2025-09-12
2779,2779,20,2025-09-12
2780,2780,748,2025-09-12
2781,2781,594,2025-09-12
2782,2782,98,2025-09-12
2783,2783,52,2025-09-12
2784,2784,309,2025-09-12
2785,2785,315,2025-09-12
2786,2786,709,2025-09-12
2787,2787,538,2025-09-12
2788,2788,740,2025-09-12
2789,2789,312,2025-09-12
2790,2790,698,2025-09-12
2791,2791,855,2025-09-12
2792,2792,110,2025-09-12
2793,2793,486,2025-09-12
2794,2794,257,2025-09-12
2795,2795,809,2025-09-12
2796,2796,821,2025-09-12
2797,2797,132,2025-09-12
2798,2798,507,2025-09-12
2799,2799,746,2025-09-12
2800,2800,679,2025-09-12
2801,2801,329,2025-09-12
2802,2802,983,2025-09-12
2803,2803,126,2025-09-12
2804,2804,586,2025-09-12
2805,2805,147,2025-09-12
2806,2806,504,2025-09-12
2807,2807,198,2025-09-12
2808,2808,662,2025-09-12
2809,2809,923,2025-09-12
2810,2810,802,2025-09-12
2811,2811,264,2025-09-12
2812,2812,657,2025-09-12
2813,2813,617,2025-09-12
2814,2814,750,2025-09-12
2815,2815,915,2025-09-12
2816,2816,954,2025-09-12
2817,2817,244,2025-09-12
2818,2818,7,2025-09-12
2819,2819,314,2025-09-12
2820,2820,175,2025-09-12
2821,2821,625,2025-09-12
2822,2822,205,2025-09-12
2823,2823,675,2025-09-12
2824,2824,160,2025-09-12
2825,2825,558,2025-09-12
2826,2826,482,2025-09-12
2827,2827,29,2025-09-12
2828,2828,68,2025-09-12
2829,2829,627,2025-09-12
2830,2830,147,2025-09-12
2831,2831,316,2025-09-12
2832,2832,636,2025-09-12
2833,2833,210,2025-09-12
2834,2834,490,2025-09-12
2835,2835,279,2025-09-12
2836,2836,148,2025-09-12
2837,2837,653,2025-09-12
2838,2838,263,2025-09-12
2839,2839,109,2025-09-12
2840,2840,553,2025-09-12
2841,2841,597,2025-09-12
2842,2842,336,2025-09-12
2843,2843,993,2025-09-12
2844,2844,864,2025-09-12
2845,2845,422,2025-09-12
2846,2846,461,2025-09-12
2847,2847,102,2025-09-12
2848,2848,114,2025-09-12
2849,2849,737,2025-09-12
2850,2850,244,2025-09-12
2851,2851,87,2025-09-12
2852,2852,285,2025-09-12
2853,2853,22,2025-09-12
2854,2854,571,2025-09-12
2855,2855,502,2025-09-12
2856,2856,312,2025-09-12
2857,2857,146,2025-09-12
2858,2858,56,2025-09-12
2859,2859,271,2025-09-12
2860,2860,654,2025-09-12
2861,2861,328,2025-09-12
2862,2862,464,2025-09-12
2863,2863,590,2025-09-12
2864,2864,696,2025-09-12
2865,2865,394,2025-09-12
2866,2866,988,2025-09-12
2867,2867,804,2025-09-12
2868,2868,297,2025-09-12
2869,2869,976,2025-09-12
2870,2870,796,2025-09-12
2871,2871,457,2025-09-12
2872,2872,287,2025-09-12
2873,2873,770,2025-09-12
2874,2874,513,2025-09-12
2875,2875,730,2025-09-12
2876,2876,737,2025-09-12
2877,2877,169,2025-09-12
2878,2878,254,2025-09-12
2879,2879,808,2025-09-12
2880,2880,82,2025-09-12
2881,2881,316,2025-09-12
2882,2882,335,2025-09-12
2883,2883,261,2025-09-12
2884,2884,976,2025-09-12
2885,2885,313,2025-09-12
2886,2886,437,2025-09-12
2887,2887,645,2025-09-12
2888,2888,790,2025-09-12
2889,2889,446,2025-09-12
2890,2890,415,2025-09-12
2891,2891,983,2025-09-12
2892,2892,425,2025-09-12
2893,2893,816,2025-09-12
2894,2894,723,2025-09-12
2895,2895,626,2025-09-12
2896,2896,985,2025-09-12
2897,2897,671,2025-09-12
2898,2898,886,2025-09-12
2899,2899,363,2025-09-12
2900,2900,376,2025-09-12
2901,2901,853,2025-09-12
2902,2902,671,2025-09-12
2903,2903,695,2025-09-12
2904,2904,870,2025-09-12
2905,2905,541,2025-09-12
2906,2906,820,2025-09-12
2907,2907,226,2025-09-12
2908,2908,484,2025-09-12
2909,2909,246,2025-09-12
2910,2910,332,2025-09-12
2911,2911,533,2025-09-12
2912,2912,995,2025-09-12
2913,2913,222,2025-09-12
2914,2914,589,2025-09-12
2915,2915,420,2025-09-12
2916,2916,75,2025-09-12
2917,2917,767,2025-09-12
2918,2918,117,2025-09-12
2919,2919,604,2025-09-12
2920,2920,855,2025-09-12
2921,2921,946,2025-09-12
2922,2922,738,2025-09-12
2923,2923,673,2025-09-12
2924,2924,743,2025-09-12
2925,2925,588,2025-09-12
2926,2926,227,2025-09-12
2927,2927,216,2025-09-12
2928,2928,45,2025-09-12
2929,2929,269,2025-09-12
2930,2930,876,2025-09-12
2931,2931,337,2025-09-12
2932,2932,302,2025-09-12
2933,2933,807,2025-09-12
2934,2934,295,2025-09-12
2935,2935,811,2025-09-12
2936,2936,756,2025-09-12
2937,2937,241,2025-09-12
2938,2938,350,2025-09-12
2939,2939,280,2025-09-12
2940,2940,655,2025-09-12
2941,2941,2,2025-09-12
2942,2942,715,2025-09-12
2943,2943,185,2025-09-12
2944,2944,568,2025-09-12
2945,2945,880,2025-09-12
2946,2946,662,2025-09-12
2947,2947,391,2025-09-12
2948,2948,890,2025-09-12
2949,2949,42,2025-09-12
2950,2950,26,2025-09-12
2951,2951,428,2025-09-12
2952,2952,374,2025-09-12
2953,2953,332,2025-09-12
2954,2954,811,2025-09-12
2955,2955,252,2025-09-12
2956,2956,642,2025-09-12
2957,2957,260,2025-09-12
2958,2958,608,2025-09-12
2959,2959,534,2025-09-12
2960,2960,46,2025-09-12
2961,2961,489,2025-09-12
2962,2962,679,2025-09-12
2963,2963,998,2025-09-12
2964,2964,796,2025-09-12
2965,2965,308,2025-09-12
2966,2966,455,2025-09-12
2967,2967,153,2025-09-12
2968,2968,81,2025-09-12
2969,2969,217,2025-09-12
2970,2970,139,2025-09-12
2971,2971,463,2025-09-12
2972,2972,495,2025-09-12
2973,2973,726,2025-09-12
2974,2974,938,2025-09-12
2975,2975,777,2025-09-12
2976,2976,417,2025-09-12
2977,2977,475,2025-09-12
2978,2978,432,2025-09-12
2979,2979,722,2025-09-12
2980,2980,483,2025-09-12
2981,2981,943,2025-09-12
2982,2982,158,2025-09-12
2983,2983,829,2025-09-12
2984,2984,259,2025-09-12
2985,2985,815,2025-09-12
2986,2986,831,2025-09-12
2987,2987,38,2025-09-12
2988,2988,516,2025-09-12
2989,2989,923,2025-09-12
2990,2990,357,2025-09-12
2991,2991,158,2025-09-12
2992,2992,754,2025-09-12
2993,2993,329,2025-09-12
2994,2994,858,2025-09-12
2995,2995,580,2025-09-12
2996,2996,418,2025-09-12
2997,2997,701,2025-09-12
2998,2998,408,2025-09-12
2999,2999,708,2025-09-12
3000,3000,97,2025-09-12
3001,3001,577,2025-09-12
3002,3002,853,2025-09-12
3003,3003,914,2025-09-12
3004,3004,720,2025-09-12
3005,3005,224,2025-09-12
3006,3006,818,2025-09-12
3007,3007,393,2025-09-12
3008,3008,693,2025-09-12
3009,3009,567,2025-09-12
3010,3010,642,2025-09-12
3011,3011,727,2025-09-12
3012,3012,519,2025-09-12
3013,3013,344,2025-09-12
3014,3014,103,2025-09-12
3015,3015,758,2025-09-12
3016,3016,947,2025-09-12
3017,3017,914,2025-09-12
3018,3018,644,2025-09-12
3019,3019,57,2025-09-12
3020,3020,386,2025-09-12
3021,3021,986,2025-09-12
3022,3022,205,2025-09-12
3023,3023,463,2025-09-12
3024,3024,730,2025-09-12
3025,3025,939,2025-09-12
3026,3026,612,2025-09-12
3027,3027,736,2025-09-12
3028,3028,612,2025-09-12
3029,3029,280,2025-09-12
3030,3030,303,2025-09-12
3031,3031,240,2025-09-12
3032,3032,403,2025-09-12
3033,3033,195,2025-09-12
3034,3034,354,2025-09-12
3035,3035,800,2025-09-12
3036,3036,618,2025-09-12
3037,3037,421,2025-09-12
3038,3038,560,2025-09-12
3039,3039,461,2025-09-12
3040,3040,870,2025-09-12
3041,3041,134,2025-09-12
3042,3042,34,2025-09-12
3043,3043,411,2025-09-12
3044,3044,611,2025-09-12
3045,3045,339,2025-09-12
3046,3046,295,2025-09-12
3047,3047,525,2025-09-12
3048,3048,211,2025-09-12
3049,3049,566,2025-09-12
3050,3050,479,2025-09-12
3051,3051,635,2025-09-12
3052,3052,702,2025-09-12
3053,3053,295,2025-09-12
3054,3054,104,2025-09-12
3055,3055,285,2025-09-12
3056,3056,702,2025-09-12
3057,3057,667,2025-09-12
3058,3058,419,2025-09-12
3059,3059,625,2025-09-12
3060,3060,171,2025-09-12
3061,3061,218,2025-09-12
3062,3062,617,2025-09-12
3063,3063,179,2025-09-12
3064,3064,514,2025-09-12
3065,3065,13,2025-09-12
3066,3066,940,2025-09-12
3067,3067,345,2025-09-12
3068,3068,168,2025-09-12
3069,3069,46,2025-09-12
3070,3070,725,2025-09-12
3071,3071,31,2025-09-12
3072,3072,603,2025-09-12
3073,3073,604,2025-09-12
3074,3074,942,2025-09-12
3075,3075,351,2025-09-12
3076,3076,373,2025-09-12
3077,3077,165,2025-09-12
3078,3078,362,2025-09-12
3079,3079,92,2025-09-12
3080,3080,604,2025-09-12
3081,3081,977,2025-09-12
3082,3082,243,2025-09-12
3083,3083,774,2025-09-12
3084,3084,34,2025-09-12
3085,3085,578,2025-09-12
3086,3086,361,2025-09-12
3087,3087,434,2025-09-12
3088,3088,614,2025-09-12
3089,3089,775,2025-09-12
3090,3090,741,2025-09-12
3091,3091,442,2025-09-12
3092,3092,481,2025-09-12
3093,3093,282,2025-09-12
3094,3094,957,2025-09-12
3095,3095,322,2025-09-12
3096,3096,916,2025-09-12
3097,3097,25,2025-09-12
3098,3098,108,2025-09-12
3099,3099,186,2025-09-12
3100,3100,9,2025-09-12
3101,3101,162,2025-09-12
3102,3102,880,2025-09-12
3103,3103,612,2025-09-12
3104,3104,705,2025-09-12
3105,3105,736,2025-09-12
3106,3106,336,2025-09-12
3107,3107,3,2025-09-12
3108,3108,779,2025-09-12
3109,3109,239,2025-09-12
3110,3110,164,2025-09-12
3111,3111,886,2025-09-12
3112,3112,177,2025-09-12
3113,3113,157,2025-09-12
3114,3114,682,2025-09-12
3115,3115,17,2025-09-12
3116,3116,272,2025-09-12
3117,3117,472,2025-09-12
3118,3118,645,2025-09-12
3119,3119,965,2025-09-12
3120,3120,69,2025-09-12
3121,3121,750,2025-09-12
3122,3122,51,2025-09-12
3123,3123,343,2025-09-12
3124,3124,445,2025-09-12
3125,3125,817,2025-09-12
3126,3126,829,2025-09-12
3127,3127,331,2025-09-12
3128,3128,127,2025-09-12
3129,3129,677,2025-09-12
3130,3130,479,2025-09-12
3131,3131,722,2025-09-12
3132,3132,28,2025-09-12
3133,3133,103,2025-09-12
3134,3134,423,2025-09-12
3135,3135,195,2025-09-12
3136,3136,975,2025-09-12
3137,3137,847,2025-09-12
3138,3138,410,2025-09-12
3139,3139,513,2025-09-12
3140,3140,943,2025-09-12
3141,3141,234,2025-09-12
3142,3142,705,2025-09-12
3143,3143,801,2025-09-12
3144,3144,628,2025-09-12
3145,3145,846,2025-09-12
3146,3146,828,2025-09-12
3147,3147,751,2025-09-12
3148,3148,166,2025-09-12
3149,3149,997,2025-09-12
3150,3150,648,2025-09-12
3151,3151,720,2025-09-12
3152,3152,26,2025-09-12
3153,3153,318,2025-09-12
3154,3154,361,2025-09-12
3155,3155,119,2025-09-12
3156,3156,549,2025-09-12
3157,3157,455,2025-09-12
3158,3158,112,2025-09-12
3159,3159,707,2025-09-12
3160,3160,664,2025-09-12
3161,3161,164,2025-09-12
3162,3162,665,2025-09-12
3163,3163,386,2025-09-12
3164,3164,303,2025-09-12
3165,3165,16,2025-09-12
3166,3166,47,2025-09-12
3167,3167,539,2025-09-12
3168,3168,406,2025-09-12
3169,3169,576,2025-09-12
3170,3170,991,2025-09-12
3171,3171,234,2025-09-12
3172,3172,11,2025-09-12
3173,3173,480,2025-09-12
3174,3174,416,2025-09-12
3175,3175,317,2025-09-12
3176,3176,66,2025-09-12
3177,3177,303,2025-09-12
3178,3178,481,2025-09-12
3179,3179,567,2025-09-12
3180,3180,376,2025-09-12
3181,3181,83,2025-09-12
3182,3182,950,2025-09-12
3183,3183,219,2025-09-12
3184,3184,209,2025-09-12
3185,3185,686,2025-09-12
3186,3186,736,2025-09-12
3187,3187,384,2025-09-12
3188,3188,327,2025-09-12
3189,3189,354,2025-09-12
3190,3190,304,2025-09-12
3191,3191,820,2025-09-12
3192,3192,702,2025-09-12
3193,3193,786,2025-09-12
3194,3194,851,2025-09-12
3195,3195,448,2025-09-12
3196,3196,365,2025-09-12
3197,3197,435,2025-09-12
3198,3198,202,2025-09-12
3199,3199,496,2025-09-12
3200,3200,86,2025-09-12
3201,3201,837,2025-09-12
3202,3202,401,2025-09-12
3203,3203,488,2025-09-12
3204,3204,136,2025-09-12
3205,3205,84,2025-09-12
3206,3206,521,2025-09-12
3207,3207,73,2025-09-12
3208,3208,365,2025-09-12
3209,3209,384,2025-09-12
3210,3210,77,2025-09-12
3211,3211,584,2025-09-12
3212,3212,136,2025-09-12
3213,3213,424,2025-09-12
3214,3214,294,2025-09-12
3215,3215,364,2025-09-12
3216,3216,525,2025-09-12
3217,3217,365,2025-09-12
3218,3218,66,2025-09-12
3219,3219,647,2025-09-12
3220,3220,3,2025-09-12
3221,3221,554,2025-09-12
3222,3222,898,2025-09-12
3223,3223,301,2025-09-12
3224,3224,564,2025-09-12
3225,3225,976,2025-09-12
3226,3226,801,2025-09-12
3227,3227,574,2025-09-12
3228,3228,903,2025-09-12
3229,3229,418,2025-09-12
3230,3230,633,2025-09-12
3231,3231,697,2025-09-12
3232,3232,990,2025-09-12
3233,3233,182,2025-09-12
3234,3234,53,2025-09-12
3235,3235,133,2025-09-12
3236,3236,484,2025-09-12
3237,3237,798,2025-09-12
3238,3238,557,2025-09-12
3239,3239,465,2025-09-12
3240,3240,956,2025-09-12
3241,3241,775,2025-09-12
3242,3242,716,2025-09-12
3243,3243,84,2025-09-12
3244,3244,544,2025-09-12
3245,3245,222,2025-09-12
3246,3246,623,2025-09-12
3247,3247,520,2025-09-12
3248,3248,284,2025-09-12
3249,3249,319,2025-09-12
3250,3250,865,2025-09-12
3251,3251,245,2025-09-12
3252,3252,343,2025-09-12
3253,3253,693,2025-09-12
3254,3254,94,2025-09-12
3255,3255,118,2025-09-12
3256,3256,248,2025-09-12
3257,3257,287,2025-09-12
3258,3258,732,2025-09-12
3259,3259,701,2025-09-12
3260,3260,753,2025-09-12
3261,3261,218,2025-09-12
3262,3262,60,2025-09-12
3263,3263,499,2025-09-12
3264,3264,464,2025-09-12
3265,3265,4,2025-09-12
3266,3266,572,2025-09-12
3267,3267,126,2025-09-12
3268,3268,233,2025-09-12
3269,3269,637,2025-09-12
3270,3270,407,2025-09-12
3271,3271,412,2025-09-12
3272,3272,871,2025-09-12
3273,3273,28,2025-09-12
3274,3274,379,2025-09-12
3275,3275,383,2025-09-12
3276,3276,525,2025-09-12
3277,3277,808,2025-09-12
3278,3278,177,2025-09-12
3279,3279,930,2025-09-12
3280,3280,277,2025-09-12
3281,3281,933,2025-09-12
3282,3282,776,2025-09-12
3283,3283,607,2025-09-12
3284,3284,518,2025-09-12
3285,3285,797,2025-09-12
3286,3286,341,2025-09-12
3287,3287,849,2025-09-12
3288,3288,247,2025-09-12
3289,3289,770,2025-09-12
3290,3290,852,2025-09-12
3291,3291,811,2025-09-12
3292,3292,241,2025-09-12
3293,3293,601,2025-09-12
3294,3294,833,2025-09-12
3295,3295,413,2025-09-12
3296,3296,130,2025-09-12
3297,3297,761,2025-09-12
3298,3298,941,2025-09-12
3299,3299,892,2025-09-12
3300,3300,608,2025-09-12
3301,3301,721,2025-09-12
3302,3302,459,2025-09-12
3303,3303,71,2025-09-12
3304,3304,558,2025-09-12
3305,3305,710,2025-09-12
3306,3306,343,2025-09-12
3307,3307,764,2025-09-12
3308,3308,38,2025-09-12
3309,3309,926,2025-09-12
3310,3310,208,2025-09-12
3311,3311,599,2025-09-12
3312,3312,776,2025-09-12
3313,3313,313,2025-09-12
3314,3314,698,2025-09-12
3315,3315,12,2025-09-12
3316,3316,725,2025-09-12
3317,3317,241,2025-09-12
3318,3318,455,2025-09-12
3319,3319,352,2025-09-12
3320,3320,254,2025-09-12
3321,3321,180,2025-09-12
3322,3322,548,2025-09-12
3323,3323,155,2025-09-12
3324,3324,189,2025-09-12
3325,3325,558,2025-09-12
3326,3326,884,2025-09-12
3327,3327,867,2025-09-12
3328,3328,237,2025-09-12
3329,3329,153,2025-09-12
3330,3330,984,2025-09-12
3331,3331,381,2025-09-12
3332,3332,702,2025-09-12
3333,3333,83,2025-09-12
3334,3334,573,2025-09-12
3335,3335,700,2025-09-12
3336,3336,647,2025-09-12
3337,3337,844,2025-09-12
3338,3338,326,2025-09-12
3339,3339,283,2025-09-12
3340,3340,5,2025-09-12
3341,3341,484,2025-09-12
3342,3342,413,2025-09-12
3343,3343,257,2025-09-12
3344,3344,235,2025-09-12
3345,3345,494,2025-09-12
3346,3346,561,2025-09-12
3347,3347,136,2025-09-12
3348,3348,133,2025-09-12
3349,3349,454,2025-09-12
3350,3350,130,2025-09-12
3351,3351,892,2025-09-12
3352,3352,591,2025-09-12
3353,3353,242,2025-09-12
3354,3354,133,2025-09-12
3355,3355,333,2025-09-12
3356,3356,126,2025-09-12
3357,3357,255,2025-09-12
3358,3358,467,2025-09-12
3359,3359,624,2025-09-12
3360,3360,427,2025-09-12
3361,3361,281,2025-09-12
3362,3362,356,2025-09-12
3363,3363,92,2025-09-12
3364,3364,39,2025-09-12
3365,3365,725,2025-09-12
3366,3366,0,2025-09-12
3367,3367,190,2025-09-12
3368,3368,561,2025-09-12
3369,3369,52,2025-09-12
3370,3370,93,2025-09-12
3371,3371,528,2025-09-12
3372,3372,90,2025-09-12
3373,3373,259,2025-09-12
3374,3374,61,2025-09-12
3375,3375,595,2025-09-12
3376,3376,779,2025-09-12
3377,3377,382,2025-09-12
3378,3378,571,2025-09-12
3379,3379,772,2025-09-12
3380,3380,895,2025-09-12
3381,3381,689,2025-09-12
3382,3382,39,2025-09-12
3383,3383,462,2025-09-12
3384,3384,308,2025-09-12
3385,3385,592,2025-09-12
3386,3386,738,2025-09-12
3387,3387,385,2025-09-12
3388,3388,336,2025-09-12
3389,3389,386,2025-09-12
3390,3390,419,2025-09-12
3391,3391,376,2025-09-12
3392,3392,492,2025-09-12
3393,3393,754,2025-09-12
3394,3394,206,2025-09-12
3395,3395,121,2025-09-12
3396,3396,415,2025-09-12
3397,3397,492,2025-09-12
3398,3398,29,2025-09-12
3399,3399,44,2025-09-12
3400,3400,702,2025-09-12
3401,3401,796,2025-09-12
3402,3402,909,2025-09-12
3403,3403,164,2025-09-12
3404,3404,212,2025-09-12
3405,3405,540,2025-09-12
3406,3406,702,2025-09-12
3407,3407,10,2025-09-12
3408,3408,696,2025-09-12
3409,3409,799,2025-09-12
3410,3410,67,2025-09-12
3411,3411,430,2025-09-12
3412,3412,522,2025-09-12
3413,3413,522,2025-09-12
3414,3414,897,2025-09-12
3415,3415,566,2025-09-12
3416,3416,725,2025-09-12
3417,3417,327,2025-09-12
3418,3418,617,2025-09-12
3419,3419,794,2025-09-12
3420,3420,363,2025-09-12
3421,3421,691,2025-09-12
3422,3422,499,2025-09-12
3423,3423,428,2025-09-12
3424,3424,747,2025-09-12
3425,3425,48,2025-09-12
3426,3426,133,2025-09-12
3427,3427,459,2025-09-12
3428,3428,648,2025-09-12
3429,3429,192,2025-09-12
3430,3430,238,2025-09-12
3431,3431,751,2025-09-12
3432,3432,482,2025-09-12
3433,3433,595,2025-09-12
3434,3434,444,2025-09-12
3435,3435,162,2025-09-12
3436,3436,885,2025-09-12
3437,3437,455,2025-09-12
3438,3438,136,2025-09-12
3439,3439,954,2025-09-12
3440,3440,660,2025-09-12
3441,3441,444,2025-09-12
3442,3442,672,2025-09-12
3443,3443,803,2025-09-12
3444,3444,508,2025-09-12
3445,3445,683,2025-09-12
3446,3446,158,2025-09-12
3447,3447,269,2025-09-12
3448,3448,932,2025-09-12
3449,3449,678,2025-09-12
3450,3450,493,2025-09-12
3451,3451,122,2025-09-12
3452,3452,474,2025-09-12
3453,3453,655,2025-09-12
3454,3454,33,2025-09-12
3455,3455,694,2025-09-12
3456,3456,972,2025-09-12
3457,3457,169,2025-09-12
3458,3458,573,2025-09-12
3459,3459,25,2025-09-12
3460,3460,119,2025-09-12
3461,3461,671,2025-09-12
3462,3462,475,2025-09-12
3463,3463,112,2025-09-12
3464,3464,762,2025-09-12
3465,3465,157,2025-09-12
3466,3466,364,2025-09-12
3467,3467,859,2025-09-12
3468,3468,915,2025-09-12
3469,3469,820,2025-09-12
3470,3470,762,2025-09-12
3471,3471,111,2025-09-12
3472,3472,189,2025-09-12
3473,3473,945,2025-09-12
3474,3474,97,2025-09-12
3475,3475,522,2025-09-12
3476,3476,625,2025-09-12
3477,3477,668,2025-09-12
3478,3478,846,2025-09-12
3479,3479,109,2025-09-12
3480,3480,194,2025-09-12
3481,3481,311,2025-09-12
3482,3482,595,2025-09-12
3483,3483,366,2025-09-12
3484,3484,982,2025-09-12
3485,3485,520,2025-09-12
3486,3486,617,2025-09-12
3487,3487,767,2025-09-12
3488,3488,343,2025-09-12
3489,3489,584,2025-09-12
3490,3490,709,2025-09-12
3491,3491,680,2025-09-12
3492,3492,257,2025-09-12
3493,3493,23,2025-09-12
3494,3494,511,2025-09-12
3495,3495,319,2025-09-12
3496,3496,665,2025-09-12
3497,3497,996,2025-09-12
3498,3498,184,2025-09-12
3499,3499,663,2025-09-12
3500,3500,568,2025-09-12
3501,3501,489,2025-09-12
3502,3502,401,2025-09-12
3503,3503,550,2025-09-12
3504,3504,329,2025-09-12
3505,3505,308,2025-09-12
3506,3506,825,2025-09-12
3507,3507,643,2025-09-12
3508,3508,680,2025-09-12
3509,3509,770,2025-09-12
3510,3510,605,2025-09-12
3511,3511,774,2025-09-12
3512,3512,283,2025-09-12
3513,3513,285,2025-09-12
3514,3514,521,2025-09-12
3515,3515,59,2025-09-12
3516,3516,218,2025-09-12
3517,3517,747,2025-09-12
3518,3518,244,2025-09-12
3519,3519,96,2025-09-12
3520,3520,972,2025-09-12
3521,3521,417,2025-09-12
3522,3522,89,2025-09-12
3523,3523,444,2025-09-12
3524,3524,177,2025-09-12
3525,3525,782,2025-09-12
3526,3526,582,2025-09-12
3527,3527,98,2025-09-12
3528,3528,219,2025-09-12
3529,3529,766,2025-09-12
3530,3530,71,2025-09-12
3531,3531,769,2025-09-12
3532,3532,542,2025-09-12
3533,3533,304,2025-09-12
3534,3534,331,2025-09-12
3535,3535,117,2025-09-12
3536,3536,188,2025-09-12
3537,3537,255,2025-09-12
3538,3538,566,2025-09-12
3539,3539,964,2025-09-12
3540,3540,625,2025-09-12
3541,3541,762,2025-09-12
3542,3542,530,2025-09-12
3543,3543,804,2025-09-12
3544,3544,710,2025-09-12
3545,3545,413,2025-09-12
3546,3546,525,2025-09-12
3547,3547,684,2025-09-12
3548,3548,188,2025-09-12
3549,3549,552,2025-09-12
3550,3550,241,2025-09-12
3551,3551,425,2025-09-12
3552,3552,551,2025-09-12
3553,3553,456,2025-09-12
3554,3554,517,2025-09-12
3555,3555,600,2025-09-12
3556,3556,944,2025-09-12
3557,3557,7,2025-09-12
3558,3558,864,2025-09-12
3559,3559,445,2025-09-12
3560,3560,553,2025-09-12
3561,3561,653,2025-09-12
3562,3562,629,2025-09-12
3563,3563,419,2025-09-12
3564,3564,789,2025-09-12
3565,3565,395,2025-09-12
3566,3566,999,2025-09-12
3567,3567,74,2025-09-12
3568,3568,254,2025-09-12
3569,3569,497,2025-09-12
3570,3570,739,2025-09-12
3571,3571,140,2025-09-12
3572,3572,405,2025-09-12
3573,3573,804,2025-09-12
3574,3574,310,2025-09-12
3575,3575,75,2025-09-12
3576,3576,202,2025-09-12
3577,3577,16,2025-09-12
3578,3578,516,2025-09-12
3579,3579,546,2025-09-12
3580,3580,674,2025-09-12
3581,3581,830,2025-09-12
3582,3582,374,2025-09-12
3583,3583,727,2025-09-12
3584,3584,144,2025-09-12
3585,3585,440,2025-09-12
3586,3586,433,2025-09-12
3587,3587,538,2025-09-12
3588,3588,858,2025-09-12
3589,3589,926,2025-09-12
3590,3590,330,2025-09-12
3591,3591,842,2025-09-12
3592,3592,561,2025-09-12
3593,3593,561,2025-09-12
3594,3594,903,2025-09-12
3595,3595,46,2025-09-12
3596,3596,397,2025-09-12
3597,3597,649,2025-09-12
3598,3598,155,2025-09-12
3599,3599,139,2025-09-12
3600,3600,947,2025-09-12
3601,3601,510,2025-09-12
3602,3602,568,2025-09-12
3603,3603,121,2025-09-12
3604,3604,51,2025-09-12
3605,3605,349,2025-09-12
3606,3606,403,2025-09-12
3607,3607,142,2025-09-12
3608,3608,434,2025-09-12
3609,3609,544,2025-09-12
3610,3610,111,2025-09-12
3611,3611,230,2025-09-12
3612,3612,345,2025-09-12
3613,3613,568,2025-09-12
3614,3614,25,2025-09-12
3615,3615,990,2025-09-12
3616,3616,82,2025-09-12
3617,3617,793,2025-09-12
3618,3618,341,2025-09-12
3619,3619,88,2025-09-12
3620,3620,521,2025-09-12
3621,3621,633,2025-09-12
3622,3622,21,2025-09-12
3623,3623,335,2025-09-12
3624,3624,62,2025-09-12
3625,3625,892,2025-09-12
3626,3626,88,2025-09-12
3627,3627,547,2025-09-12
3628,3628,332,2025-09-12
3629,3629,493,2025-09-12
3630,3630,282,2025-09-12
3631,3631,616,2025-09-12
3632,3632,26,2025-09-12
3633,3633,140,2025-09-12
3634,3634,297,2025-09-12
3635,3635,609,2025-09-12
3636,3636,931,2025-09-12
3637,3637,121,2025-09-12
3638,3638,141,2025-09-12
3639,3639,511,2025-09-12
3640,3640,232,2025-09-12
3641,3641,224,2025-09-12
3642,3642,640,2025-09-12
3643,3643,160,2025-09-12
3644,3644,571,2025-09-12
3645,3645,25,2025-09-12
3646,3646,607,2025-09-12
3647,3647,634,2025-09-12
3648,3648,885,2025-09-12
3649,3649,363,2025-09-12
3650,3650,468,2025-09-12
3651,3651,412,2025-09-12
3652,3652,498,2025-09-12
3653,3653,564,2025-09-12
3654,3654,799,2025-09-12
3655,3655,522,2025-09-12
3656,3656,6,2025-09-12
3657,3657,706,2025-09-12
3658,3658,577,2025-09-12
3659,3659,405,2025-09-12
3660,3660,671,2025-09-12
3661,3661,464,2025-09-12
3662,3662,173,2025-09-12
3663,3663,174,2025-09-12
3664,3664,983,2025-09-12
3665,3665,260,2025-09-12
3666,3666,171,2025-09-12
3667,3667,390,2025-09-12
3668,3668,145,2025-09-12
