payment_id,order_id,payment_method,payment_date,amount
13899,63653,Debit Card,2024-11-17,727.98
13900,43698,Credit Card,2024-09-21,4518.08
13901,10125,Credit Card,2025-07-06,1041.16
13902,97787,Cash,2024-03-31,4197.67
13903,15425,Debit Card,2024-04-04,989.76
13904,32277,Bank Transfer,2023-12-31,3331.58
13905,96362,Debit Card,2024-05-25,3718.29
13906,96765,Credit Card,2024-01-24,2047.56
13907,99723,UPI,2024-07-21,1541.42
13908,28339,Bank Transfer,2025-05-28,2169.61
13909,42615,Bank Transfer,2025-06-18,4606.68
13910,476,Bank Transfer,2023-12-30,1430.87
13911,27769,Cash,2024-08-04,3946.98
13912,62513,UPI,2023-11-12,286.89
13913,85924,Debit Card,2025-08-06,4711.4
13914,81582,Bank Transfer,2024-10-28,1991.32
13915,43393,UPI,2024-09-10,2306.77
13916,73949,Debit Card,2025-07-21,4017.95
13917,40641,Bank Transfer,2024-04-27,2786.23
13918,21866,Bank Transfer,2024-08-25,2222.16
13919,56573,UPI,2025-06-25,4596.29
13920,87577,UPI,2025-08-25,4651.4
13921,26892,Credit Card,2025-04-23,2351.32
13922,79262,Bank Transfer,2023-12-23,2354.4
13923,41283,Debit Card,2025-02-19,3230.37
13924,97864,Debit Card,2025-08-22,3016.08
13925,57585,Cash,2025-02-21,1956.88
13926,57803,UPI,2023-09-14,1911.73
13927,75180,Debit Card,2024-06-20,3526.86
13928,18281,Debit Card,2023-12-10,136.96
13929,93497,Debit Card,2025-01-03,4199.7
13930,84156,UPI,2023-11-16,234.18
13931,84105,Cash,2025-09-02,4020.81
13932,50908,Bank Transfer,2025-04-26,880.52
13933,36925,Bank Transfer,2024-04-23,2634.16
13934,51625,Debit Card,2024-11-05,1314.56
13935,46707,Credit Card,2024-07-10,4787.05
13936,69796,Bank Transfer,2024-02-20,4437.8
13937,30857,Cash,2024-06-13,1289.49
13938,59684,Bank Transfer,2023-11-27,4965.74
13939,12550,Credit Card,2023-11-17,1642.02
13940,18711,Debit Card,2025-02-16,2843.14
13941,32025,Credit Card,2024-11-19,1961.18
13942,76234,Debit Card,2025-03-04,3215.13
13943,84646,Cash,2025-06-22,2400.27
13944,54105,Credit Card,2025-06-20,2330.01
13945,60104,Bank Transfer,2024-06-07,891.58
13946,80837,Credit Card,2024-04-24,2412.48
13947,32017,Debit Card,2025-01-05,1323.77
13948,23207,Bank Transfer,2025-04-21,4953.77
13949,43111,Cash,2024-02-28,4858.43
13950,3386,Bank Transfer,2024-11-12,2256.21
13951,6851,Cash,2024-10-09,1619.01
13952,12177,Bank Transfer,2024-06-29,4758.22
13953,86214,Debit Card,2025-06-15,4250.43
13954,99526,UPI,2025-03-11,4740.43
13955,35184,Debit Card,2024-10-01,4210.79
13956,9421,Credit Card,2025-07-16,2043.12
13957,57520,Debit Card,2024-09-24,927.53
13958,23910,UPI,2024-03-26,681.56
13959,10848,Cash,2024-12-10,463.49
13960,56503,UPI,2024-07-16,1282.89
13961,68381,Credit Card,2025-09-10,692.83
13962,98924,UPI,2024-07-30,4491.52
13963,44041,Bank Transfer,2025-04-11,4171.49
13964,34812,Credit Card,2024-12-12,3541.94
13965,24681,Cash,2023-10-24,1292.56
13966,1550,Cash,2024-01-20,4267.5
13967,83362,UPI,2025-03-06,2733.63
13968,97177,Debit Card,2024-10-28,2498.44
13969,65401,Debit Card,2024-02-03,1577.05
13970,85897,Cash,2024-03-20,622.92
13971,77943,Debit Card,2025-03-07,1939.45
13972,58790,Cash,2023-10-15,1259.25
13973,43298,Cash,2025-03-28,293.57
13974,5245,Credit Card,2025-06-13,4522.27
13975,61797,Cash,2025-05-30,4914.71
13976,89706,Cash,2024-03-23,655.27
13977,32246,Cash,2025-07-02,864.35
13978,54803,Debit Card,2024-03-20,176.53
13979,75249,Debit Card,2023-12-09,2834.84
13980,33251,UPI,2024-01-10,3379.07
13981,39134,Debit Card,2024-08-17,3483.55
13982,4148,Bank Transfer,2024-05-16,3061.4
13983,11139,Credit Card,2023-12-26,1733.82
13984,34603,UPI,2023-11-10,4750.58
13985,70381,UPI,2025-01-09,105.32
13986,4433,Credit Card,2025-08-04,4196.28
13987,55649,Debit Card,2024-06-27,268.47
13988,71894,UPI,2024-06-20,3790.48
13989,76055,Credit Card,2024-08-14,2231.31
13990,23322,Debit Card,2024-05-15,2597.97
13991,38246,Bank Transfer,2024-03-26,3052.67
13992,87289,Debit Card,2025-02-28,2983.79
13993,41379,UPI,2023-12-23,1866.68
13994,94356,Bank Transfer,2025-09-03,4876.96
13995,97919,Debit Card,2024-08-29,877.58
13996,37529,Debit Card,2024-08-31,4104.66
13997,49300,Debit Card,2023-09-17,359.24
13998,53427,Credit Card,2023-11-09,4258.63
13999,10476,Bank Transfer,2023-09-17,3489.26
14000,2635,Debit Card,2025-05-09,3499.92
14001,20268,Credit Card,2025-06-02,595.16
14002,78482,Cash,2023-10-31,2971.31
14003,7665,Credit Card,2025-07-06,3533.48
14004,84772,UPI,2024-10-27,3152.01
14005,78814,Cash,2023-09-26,4640.34
14006,52300,Cash,2024-03-11,2023.66
14007,29442,UPI,2025-06-24,4722.19
14008,28078,Debit Card,2025-04-15,3338.74
14009,25923,Credit Card,2024-04-10,3684.15
14010,20199,UPI,2024-04-14,3037.72
14011,31633,Credit Card,2025-04-11,4050.03
14012,84308,UPI,2025-04-20,4962.94
14013,57940,Cash,2024-05-02,3854.91
14014,52984,Debit Card,2023-12-25,1627.01
14015,17408,Cash,2025-07-18,3301.91
14016,87079,Cash,2023-12-11,4238.31
14017,22136,Bank Transfer,2024-05-28,1670.29
14018,11829,Debit Card,2025-05-15,517.69
14019,95466,Bank Transfer,2025-05-22,3868.72
14020,7495,Cash,2024-08-23,3081.41
14021,67947,Credit Card,2025-07-29,1954.07
14022,96830,Credit Card,2023-10-27,594.68
14023,70450,Debit Card,2024-07-30,1511.68
14024,40691,Bank Transfer,2024-06-29,4657.52
14025,86559,Bank Transfer,2025-09-08,1372.65
14026,64068,Bank Transfer,2025-05-05,3682.05
14027,38695,UPI,2024-09-21,1849.97
14028,63973,Debit Card,2024-09-01,4971.83
14029,14214,Debit Card,2023-10-19,1131.51
14030,48489,UPI,2024-04-07,444.82
14031,63999,UPI,2025-05-10,2466.71
14032,87891,UPI,2024-10-02,1553.83
14033,70713,Credit Card,2025-03-18,1294.07
14034,59041,UPI,2024-01-24,4163.48
14035,64559,Credit Card,2023-10-22,3798.55
14036,61978,Bank Transfer,2025-08-18,3666.21
14037,22162,Bank Transfer,2024-12-18,4312.7
14038,48613,UPI,2024-04-23,3859.79
14039,96348,Credit Card,2024-09-18,4995.48
14040,34082,Bank Transfer,2025-03-17,1696.78
14041,30331,UPI,2024-09-15,3813.71
14042,44592,Credit Card,2024-06-26,4156.7
14043,71731,Debit Card,2024-06-27,2383.26
14044,13667,Bank Transfer,2023-10-12,3145.36
14045,77972,Debit Card,2024-08-25,3988.01
14046,335,Credit Card,2024-02-28,579.52
14047,40661,Bank Transfer,2024-04-09,696.45
14048,64543,Cash,2025-05-22,3148.93
14049,89273,Bank Transfer,2025-04-27,1876.42
14050,16841,UPI,2023-12-09,3823.71
14051,48767,Cash,2024-09-30,943.29
14052,60282,Credit Card,2025-06-01,3027.38
14053,40370,UPI,2024-07-31,4648.78
14054,17814,Debit Card,2024-03-14,125.47
14055,26976,Debit Card,2025-04-18,2078.72
14056,58424,Bank Transfer,2023-10-17,1651.13
14057,20907,Credit Card,2024-01-26,4732.21
14058,98156,Debit Card,2024-12-07,3445.71
14059,98649,Cash,2024-10-04,97.6
14060,29634,Cash,2025-03-19,1390.83
14061,20705,Cash,2023-10-20,4421.76
14062,58081,UPI,2025-06-22,1258.66
14063,74606,Debit Card,2024-10-19,4665.98
14064,11868,Credit Card,2025-05-07,4634.96
14065,88661,Debit Card,2025-03-14,317.56
14066,90255,Bank Transfer,2024-07-16,3862.16
14067,51789,Bank Transfer,2024-07-30,1734.13
14068,49268,Cash,2024-05-22,4963.82
14069,7527,Credit Card,2024-05-03,1705.5
14070,35744,Cash,2024-01-30,1245.94
14071,65180,Cash,2025-04-03,3537.57
14072,87943,Credit Card,2025-03-07,4609.5
14073,4039,Cash,2024-11-01,1285.96
14074,90147,Bank Transfer,2024-07-16,4035.87
14075,10866,Credit Card,2024-11-30,2805.12
14076,55184,UPI,2025-03-07,2730.8
14077,31375,Bank Transfer,2024-02-12,240.36
14078,64421,Bank Transfer,2024-11-11,4755.38
14079,46245,Credit Card,2024-10-03,1069.33
14080,41437,Debit Card,2024-09-11,995.73
14081,43857,Cash,2024-05-08,4764.01
14082,18564,Debit Card,2023-10-17,1352.52
14083,13071,Cash,2023-11-30,4747.0
14084,37446,UPI,2025-09-12,3980.07
14085,93148,UPI,2024-02-21,1144.31
14086,91587,Debit Card,2024-08-14,4823.74
14087,81968,UPI,2024-10-29,2493.93
14088,37853,UPI,2024-02-26,3878.26
14089,78251,UPI,2024-04-06,4814.34
14090,26992,Bank Transfer,2024-02-28,3816.2
14091,54591,UPI,2023-12-29,4982.38
14092,57708,Credit Card,2023-12-24,2885.65
14093,80050,Credit Card,2023-12-22,4239.02
14094,14419,UPI,2024-03-19,1081.72
14095,89018,Cash,2025-02-09,4618.42
14096,19341,UPI,2024-09-29,3145.49
14097,41677,Bank Transfer,2025-07-11,1814.41
14098,82133,Debit Card,2024-11-07,2976.25
14099,90270,Credit Card,2024-07-27,4870.03
14100,70646,Bank Transfer,2023-11-10,3663.19
14101,73432,Credit Card,2025-06-05,1379.42
14102,10272,Bank Transfer,2024-03-04,4404.8
14103,7954,Debit Card,2023-12-29,3848.4
14104,55657,Cash,2024-08-08,4212.93
14105,93051,Cash,2024-02-14,4772.37
14106,36233,UPI,2024-01-08,148.0
14107,58611,Debit Card,2025-06-20,2217.48
14108,84010,UPI,2024-01-28,3021.54
14109,1464,Credit Card,2025-04-03,2446.38
14110,49,Bank Transfer,2024-04-11,1876.23
14111,28793,Debit Card,2023-11-20,1442.95
14112,27044,Bank Transfer,2025-06-14,2639.12
14113,94432,UPI,2023-09-18,3621.74
14114,41662,Credit Card,2023-12-11,1681.51
14115,18697,Credit Card,2025-03-13,113.56
14116,81133,Debit Card,2024-07-04,2486.56
14117,74185,UPI,2025-04-15,2047.67
14118,22082,Credit Card,2023-12-03,1623.58
14119,65765,UPI,2024-09-20,3182.84
14120,71283,Bank Transfer,2023-12-14,1845.69
14121,27596,UPI,2023-09-20,175.65
14122,29339,UPI,2024-04-21,167.72
14123,99210,Credit Card,2025-02-26,3060.69
14124,65459,Debit Card,2025-01-20,485.47
14125,63432,Credit Card,2024-07-25,4813.14
14126,97450,Bank Transfer,2024-12-23,214.42
14127,66283,Credit Card,2024-11-14,3724.63
14128,28719,Cash,2023-10-17,186.69
14129,50998,UPI,2024-12-29,3459.21
14130,48901,Cash,2023-11-29,207.41
14131,45854,Bank Transfer,2025-08-05,1805.57
14132,39568,Credit Card,2024-07-02,1011.48
14133,28402,Debit Card,2024-09-12,2852.96
14134,13332,Cash,2024-05-30,945.96
14135,1146,Cash,2025-04-07,3278.73
14136,13206,Credit Card,2025-04-27,3239.01
14137,50640,Credit Card,2024-06-05,3536.14
14138,75381,Credit Card,2024-12-13,1184.42
14139,32682,UPI,2024-10-06,3482.26
14140,88759,Cash,2025-02-08,3181.44
14141,44313,Credit Card,2024-05-18,3628.78
14142,68147,Credit Card,2025-09-12,649.95
14143,59016,Debit Card,2025-09-01,4455.42
14144,18331,Credit Card,2024-02-14,345.84
14145,47055,Debit Card,2024-09-25,3374.4
14146,87469,Bank Transfer,2023-12-12,800.73
14147,57339,Debit Card,2025-07-29,2452.66
14148,99990,Cash,2024-04-20,3179.61
14149,66879,UPI,2024-01-30,1713.17
14150,19045,Credit Card,2024-07-23,2201.11
14151,18225,Debit Card,2024-01-14,4951.2
14152,34096,UPI,2024-03-22,4919.62
14153,87567,UPI,2024-11-28,3867.58
14154,3204,Debit Card,2025-04-19,340.31
14155,48156,Bank Transfer,2023-12-12,4025.0
14156,20508,Bank Transfer,2025-06-25,3146.1
14157,16284,Credit Card,2024-03-18,1015.92
14158,59337,Debit Card,2025-01-08,4510.13
14159,40366,Cash,2024-07-17,2812.88
14160,98130,Bank Transfer,2024-08-28,2789.35
14161,23875,Cash,2025-02-06,4534.93
14162,396,Bank Transfer,2024-12-23,1412.27
14163,10355,UPI,2025-04-18,4053.3
14164,19785,Credit Card,2024-08-10,4326.4
14165,27943,Credit Card,2024-05-31,1375.21
14166,9068,Credit Card,2025-05-12,4686.81
14167,41894,UPI,2024-10-25,3087.72
14168,16666,Bank Transfer,2023-09-13,2826.98
14169,50470,Cash,2023-10-28,2064.57
14170,16945,Credit Card,2024-09-15,3454.15
14171,26987,Cash,2025-05-10,3171.41
14172,17625,Credit Card,2025-06-17,4615.23
14173,50628,Cash,2025-05-20,1049.87
14174,45249,Cash,2025-02-28,2594.63
14175,14504,Cash,2024-01-05,1672.03
14176,69225,Credit Card,2023-09-27,665.22
14177,73859,Debit Card,2024-03-13,3060.31
14178,68583,Cash,2025-03-23,978.97
14179,22189,Bank Transfer,2025-03-07,3865.44
14180,47031,Cash,2023-11-29,934.97
14181,30166,Credit Card,2023-10-03,4938.61
14182,93362,Debit Card,2025-03-20,4732.74
14183,44817,Cash,2025-08-11,1148.24
14184,25169,Debit Card,2025-02-04,2631.49
14185,13048,Cash,2023-09-17,2925.06
14186,33544,Bank Transfer,2025-04-15,2996.76
14187,89765,UPI,2023-11-26,2160.77
14188,66950,Cash,2024-05-10,4440.61
14189,35243,Cash,2025-01-21,1022.7
14190,67243,Bank Transfer,2025-05-30,1274.58
14191,3340,Credit Card,2025-03-30,2659.28
14192,50064,Debit Card,2025-09-08,187.86
14193,23192,Cash,2025-06-04,3006.78
14194,9067,Credit Card,2023-09-19,4494.89
14195,12348,Credit Card,2025-07-30,4675.47
14196,97155,UPI,2024-10-12,4601.29
14197,90657,Cash,2025-05-20,3348.7
14198,27963,Credit Card,2025-01-06,3696.01
14199,48483,Bank Transfer,2024-05-06,861.91
14200,83704,UPI,2023-11-18,3886.38
14201,18097,UPI,2025-02-06,2174.78
14202,10727,UPI,2024-04-24,2626.18
14203,91577,Bank Transfer,2024-06-04,2835.2
14204,55608,Debit Card,2024-07-03,1073.76
14205,58839,UPI,2025-08-31,1643.56
14206,19855,Credit Card,2025-04-30,1383.38
14207,77003,Bank Transfer,2024-08-25,2203.67
14208,75511,UPI,2023-10-08,4347.39
14209,61235,Cash,2025-07-24,2595.25
14210,97128,Debit Card,2024-10-17,3569.42
14211,54410,Cash,2025-06-29,917.41
14212,92194,UPI,2023-09-20,299.39
14213,75204,Cash,2024-04-16,2816.34
14214,74181,UPI,2025-03-23,3306.59
14215,94349,Cash,2025-04-15,2496.77
14216,13850,UPI,2024-02-28,2002.22
14217,1433,Bank Transfer,2024-01-27,1090.67
14218,24866,Bank Transfer,2024-10-08,1098.99
14219,17667,Credit Card,2023-11-30,2967.67
14220,90492,Bank Transfer,2024-11-14,3782.59
14221,55277,Credit Card,2025-07-17,1494.73
14222,54962,Credit Card,2024-05-26,4335.34
14223,38641,UPI,2025-08-22,2409.16
14224,55432,Cash,2023-10-17,4467.84
14225,49409,UPI,2023-11-13,3315.02
14226,40935,Debit Card,2024-08-24,4836.34
14227,42614,Cash,2025-08-09,4986.87
14228,69176,UPI,2025-05-10,932.13
14229,72315,Credit Card,2024-04-30,2542.3
14230,8226,UPI,2023-12-29,4302.8
14231,30589,Bank Transfer,2025-08-26,2996.99
14232,33527,Credit Card,2024-06-19,1543.75
14233,80859,Credit Card,2024-05-31,1402.78
14234,24551,Bank Transfer,2024-02-05,4727.19
14235,60012,Bank Transfer,2025-03-14,3559.62
14236,44111,Bank Transfer,2025-05-27,698.13
14237,76123,UPI,2024-08-23,4664.4
14238,74756,Debit Card,2024-07-12,1966.59
14239,86432,Bank Transfer,2024-10-16,2588.88
14240,99299,Bank Transfer,2025-06-24,3595.9
14241,30189,UPI,2025-02-01,1329.33
14242,94028,Bank Transfer,2024-04-17,4288.8
14243,64544,Cash,2025-03-19,1175.0
14244,73391,Credit Card,2025-02-04,3219.61
14245,32126,Bank Transfer,2024-06-18,3857.49
14246,65311,UPI,2025-05-13,4011.19
14247,36447,Bank Transfer,2024-07-08,382.74
14248,4108,UPI,2023-10-07,1270.38
14249,52119,Cash,2024-05-11,4088.58
14250,62351,Credit Card,2025-02-07,498.56
14251,84533,Debit Card,2025-03-22,4952.96
14252,31045,Debit Card,2024-09-01,336.09
14253,38325,Bank Transfer,2025-04-12,4589.92
14254,11844,Debit Card,2023-10-19,981.88
14255,63359,Credit Card,2025-05-23,4922.46
14256,20463,Bank Transfer,2025-05-19,912.09
14257,16515,Debit Card,2024-12-24,2713.37
14258,11008,Credit Card,2024-06-19,4198.62
14259,37607,Cash,2024-09-29,1412.2
14260,41474,Credit Card,2024-11-13,4333.57
14261,54874,Cash,2024-02-24,2600.05
14262,13932,Bank Transfer,2025-05-19,112.82
14263,41840,Debit Card,2025-02-06,3897.8
14264,35399,Bank Transfer,2025-08-26,3523.83
14265,24624,Bank Transfer,2023-12-18,2447.66
14266,60330,Credit Card,2025-05-22,417.38
14267,70203,Debit Card,2025-07-06,3732.73
14268,94663,Credit Card,2025-08-04,1283.24
14269,82584,UPI,2023-09-13,3756.77
14270,27800,Credit Card,2024-02-06,2141.57
14271,706,Cash,2025-02-21,4858.9
14272,31106,Debit Card,2025-09-05,2993.2
14273,18057,Debit Card,2024-10-17,609.78
14274,11976,UPI,2023-11-06,264.77
14275,56269,Debit Card,2024-04-13,3981.15
14276,41248,Credit Card,2024-04-18,4304.54
14277,1529,Credit Card,2024-06-02,2754.26
14278,4219,Debit Card,2024-07-28,1734.07
14279,48688,Cash,2023-09-19,4872.81
14280,85340,Bank Transfer,2025-08-11,4629.29
14281,24351,Cash,2023-12-11,2568.47
14282,17322,UPI,2024-04-21,626.89
14283,31565,Credit Card,2024-03-16,2896.34
14284,1209,UPI,2024-11-27,1044.78
14285,24472,Debit Card,2024-06-02,4202.91
14286,19,Debit Card,2024-11-26,3685.48
14287,48606,Credit Card,2025-02-04,4671.2
14288,33849,UPI,2025-01-30,4363.27
14289,22698,UPI,2023-11-27,1132.64
14290,85666,Debit Card,2024-10-08,2935.33
14291,33874,Debit Card,2025-05-18,4641.21
14292,20047,Credit Card,2024-08-12,3263.81
14293,70445,Bank Transfer,2024-05-18,2497.54
14294,19693,UPI,2025-04-24,204.21
14295,77920,Credit Card,2023-11-20,3250.16
14296,73043,UPI,2024-05-30,4805.49
14297,57264,Credit Card,2025-01-12,4519.27
14298,78854,Cash,2024-11-21,1580.24
14299,75308,Bank Transfer,2025-09-11,3340.09
14300,93272,Cash,2024-11-01,2272.21
14301,14219,Bank Transfer,2024-05-27,1352.15
14302,5605,UPI,2025-06-04,1736.03
14303,65129,Cash,2025-08-21,1234.09
14304,65843,Credit Card,2024-08-02,957.35
14305,77125,Debit Card,2024-12-31,1632.2
14306,19172,Cash,2025-03-22,3079.59
14307,39054,Cash,2024-01-07,982.77
14308,71084,Credit Card,2024-06-30,4087.13
14309,45201,Bank Transfer,2025-01-11,3616.67
14310,77882,UPI,2023-09-14,1481.72
14311,58421,UPI,2024-08-08,695.28
14312,76988,Bank Transfer,2024-12-13,1590.04
14313,26691,UPI,2024-03-02,3180.47
14314,45508,UPI,2024-11-29,974.59
14315,62070,Bank Transfer,2024-01-10,3980.37
14316,87649,UPI,2025-01-31,4383.85
14317,6572,Credit Card,2023-10-03,3830.98
14318,59314,UPI,2024-05-11,2138.7
14319,72145,Debit Card,2024-03-07,1093.98
14320,75324,Credit Card,2024-06-13,829.08
14321,88064,UPI,2024-04-28,2419.9
14322,78538,Debit Card,2023-12-15,2029.58
14323,3875,Bank Transfer,2025-02-10,3190.79
14324,16091,Credit Card,2024-06-22,256.98
14325,88938,Debit Card,2025-09-11,3163.45
14326,42939,Credit Card,2024-09-17,990.31
14327,61411,Credit Card,2025-06-04,577.93
14328,35965,Cash,2025-06-28,424.64
14329,61700,Cash,2023-09-28,1760.65
14330,22658,Debit Card,2024-03-22,2191.33
14331,49517,Cash,2025-06-11,1771.63
14332,12790,UPI,2025-01-06,1088.92
14333,76240,Cash,2023-09-22,1711.36
14334,8305,Bank Transfer,2024-09-27,247.32
14335,47411,UPI,2024-06-02,207.53
14336,71149,Debit Card,2025-03-24,3051.49
14337,28436,Credit Card,2024-07-08,1727.03
14338,63729,Bank Transfer,2024-04-07,118.16
14339,70340,Credit Card,2025-07-24,3715.84
14340,44828,Credit Card,2025-08-05,3554.85
14341,86078,UPI,2025-08-14,2959.53
14342,20159,Credit Card,2023-10-26,3515.99
14343,90790,Bank Transfer,2024-04-05,3249.36
14344,61910,Cash,2025-01-20,662.8
14345,85624,Credit Card,2025-06-22,2464.1
14346,26578,Cash,2023-11-12,3707.05
14347,47074,UPI,2025-08-05,3820.29
14348,25202,Credit Card,2025-01-18,3888.99
14349,14374,Bank Transfer,2024-10-22,2764.93
14350,27704,UPI,2025-01-20,1108.83
14351,7422,Debit Card,2024-10-11,1595.66
14352,30102,UPI,2025-07-03,1918.11
14353,95373,Cash,2024-06-26,2816.35
14354,73194,Cash,2025-07-23,3613.95
14355,75390,Bank Transfer,2024-05-03,1606.19
14356,4822,Debit Card,2024-08-18,1226.33
14357,99318,Cash,2025-08-18,1368.66
14358,70229,Cash,2023-11-30,3427.27
14359,60471,Cash,2025-01-15,1408.51
14360,79051,Bank Transfer,2025-02-04,3683.89
14361,98535,Credit Card,2024-08-31,755.54
14362,43119,Credit Card,2025-08-28,3967.97
14363,67518,Debit Card,2024-03-19,2912.23
14364,63143,UPI,2025-08-06,716.44
14365,16368,Bank Transfer,2024-09-23,3014.98
14366,46812,Bank Transfer,2025-03-03,2682.45
14367,3825,UPI,2024-06-30,2463.96
14368,23750,Credit Card,2024-08-26,3368.43
14369,51789,Bank Transfer,2024-05-19,1453.82
14370,98283,UPI,2025-01-05,4169.01
14371,22590,UPI,2025-05-15,2437.24
14372,88625,Cash,2024-02-11,4547.99
14373,29046,UPI,2023-12-29,556.31
14374,11162,Debit Card,2024-12-08,4585.17
14375,66157,Bank Transfer,2023-12-27,4506.81
14376,40183,Credit Card,2025-02-02,860.04
14377,2669,Debit Card,2024-06-18,3666.21
14378,63798,Bank Transfer,2024-03-19,3332.55
14379,8030,Debit Card,2024-12-17,3740.96
14380,93144,Debit Card,2024-05-23,1441.3
14381,97770,Credit Card,2025-01-17,2210.66
14382,98175,Bank Transfer,2025-07-28,1220.67
14383,53380,Cash,2025-04-16,359.62
14384,23409,Cash,2023-10-14,3574.44
14385,90326,Bank Transfer,2025-05-22,3507.0
14386,64260,Debit Card,2024-01-08,2736.27
14387,72372,Cash,2025-08-13,1841.59
14388,67378,Bank Transfer,2025-03-07,4304.39
14389,95487,Debit Card,2024-11-13,2158.74
14390,62526,Debit Card,2024-11-25,4546.37
14391,3892,UPI,2025-06-03,2034.17
14392,40622,Bank Transfer,2024-09-18,2718.37
14393,92335,Credit Card,2024-05-27,1823.46
14394,92072,UPI,2025-04-20,125.96
14395,11265,Cash,2023-09-15,3205.33
14396,89785,Bank Transfer,2025-06-16,2184.15
14397,1951,Credit Card,2023-11-13,3038.29
14398,51159,Credit Card,2023-09-29,3300.43
14399,3117,Credit Card,2024-01-04,123.52
14400,38481,Debit Card,2024-09-08,4822.35
14401,17665,Bank Transfer,2024-08-05,3120.61
14402,17453,UPI,2023-11-04,350.89
14403,25849,Cash,2025-07-19,1261.79
14404,96394,Credit Card,2025-03-02,1849.9
14405,53980,Cash,2024-04-20,3788.51
14406,12143,Debit Card,2024-08-04,532.68
14407,47826,Credit Card,2024-11-28,2140.48
14408,91538,Debit Card,2024-08-26,3650.84
14409,16975,Cash,2023-12-10,1289.6
14410,98077,UPI,2024-04-04,2684.35
14411,40489,UPI,2023-10-13,1969.46
14412,30190,Debit Card,2023-12-09,3734.49
14413,3482,Cash,2025-04-11,961.43
14414,8427,UPI,2025-04-24,3899.73
14415,81397,Bank Transfer,2024-09-19,2247.24
14416,43841,Debit Card,2024-06-12,4617.97
14417,17499,Bank Transfer,2023-11-30,317.91
14418,1230,Cash,2025-08-17,1049.25
14419,50629,Debit Card,2025-04-12,3616.03
14420,50168,UPI,2024-04-15,3636.84
14421,22035,Credit Card,2024-01-05,4409.24
14422,44523,Credit Card,2024-11-05,428.1
14423,94080,Debit Card,2023-09-23,431.04
14424,25354,Bank Transfer,2025-05-17,2312.77
14425,22437,Debit Card,2024-05-25,242.5
14426,96191,Cash,2024-11-21,752.33
14427,14832,Cash,2024-03-13,3429.13
14428,39913,UPI,2025-01-22,1582.84
14429,60629,UPI,2024-04-29,1710.02
14430,91728,Debit Card,2024-12-19,2779.21
14431,51226,Debit Card,2023-12-26,3680.93
14432,64174,Cash,2024-11-25,1431.57
14433,23982,Bank Transfer,2024-11-13,1629.04
14434,38568,Credit Card,2025-05-27,3623.67
14435,40545,UPI,2024-12-06,1127.68
14436,55148,Bank Transfer,2025-08-26,510.24
14437,12121,Credit Card,2024-11-28,3328.78
14438,7528,Debit Card,2023-12-11,3500.34
14439,8327,UPI,2025-06-13,3771.18
14440,59921,UPI,2024-08-12,2959.35
14441,26229,Credit Card,2025-06-06,1096.03
14442,6592,Bank Transfer,2023-11-04,4002.21
14443,10804,Debit Card,2024-04-02,1795.01
14444,58912,UPI,2025-08-31,675.63
14445,6108,Credit Card,2025-03-31,3532.48
14446,44325,Bank Transfer,2024-01-19,4731.84
14447,38945,Bank Transfer,2023-10-02,4187.93
14448,80014,Debit Card,2024-05-10,3110.2
14449,45553,UPI,2025-03-06,1666.45
14450,3911,UPI,2025-05-01,4131.57
14451,70840,Cash,2025-01-24,1273.58
14452,13258,Cash,2024-12-20,1414.06
14453,79348,Credit Card,2023-12-25,1820.5
14454,64977,Bank Transfer,2025-04-23,584.86
14455,62150,Credit Card,2025-04-24,300.63
14456,98152,Cash,2025-04-27,4902.86
14457,3131,Debit Card,2025-03-19,860.15
14458,24962,Debit Card,2025-07-13,662.81
14459,62557,Cash,2024-05-04,3169.03
14460,87276,Credit Card,2024-12-08,1009.94
14461,70675,Debit Card,2025-08-18,4548.81
14462,32788,UPI,2025-04-18,4616.35
14463,29372,UPI,2024-10-06,2695.33
14464,75402,Bank Transfer,2023-09-15,1480.78
14465,32029,Cash,2024-06-25,3149.93
14466,88254,Cash,2024-04-19,1591.73
14467,37102,Debit Card,2023-12-15,4751.05
14468,69252,Cash,2025-02-22,2768.0
14469,49097,Cash,2024-07-02,4308.43
14470,64326,Cash,2024-08-17,175.05
14471,62032,Debit Card,2023-10-11,3131.17
14472,48825,Bank Transfer,2025-07-08,4330.66
14473,54592,UPI,2024-06-28,510.66
14474,47027,Debit Card,2024-02-02,1600.6
14475,39,Credit Card,2025-03-23,1494.91
14476,31711,Bank Transfer,2025-08-29,3689.52
14477,27179,Bank Transfer,2024-03-10,1944.93
14478,48739,UPI,2025-01-31,3645.84
14479,68685,Debit Card,2024-07-30,4955.74
14480,81093,Cash,2025-03-17,1315.42
14481,47095,Cash,2024-05-30,937.55
14482,376,Bank Transfer,2025-07-05,1187.71
14483,62631,UPI,2025-06-07,4347.54
14484,96737,Bank Transfer,2025-01-16,4757.76
14485,74261,Bank Transfer,2024-07-18,933.78
14486,2299,Credit Card,2025-05-09,4610.61
14487,64128,UPI,2025-06-08,1711.13
14488,26987,Debit Card,2024-02-29,2304.05
14489,42114,Debit Card,2024-07-07,1009.96
14490,53004,Debit Card,2023-09-26,2099.38
14491,56446,Cash,2025-01-29,1155.85
14492,63568,Cash,2024-01-31,4683.08
14493,48769,UPI,2025-03-31,1730.94
14494,70961,Bank Transfer,2025-01-04,926.67
