order_id,customer_id,order_date,total_amount
16262,21101,2024-02-23,638.48
16263,39232,2023-10-24,4540.3
16264,9436,2025-05-04,3670.49
16265,44514,2023-10-05,3305.44
16266,17481,2025-06-13,2737.95
16267,41319,2024-01-06,4054.09
16268,5439,2023-09-18,1828.6
16269,38681,2024-03-01,2441.01
16270,38104,2024-02-16,1666.06
16271,1885,2024-11-11,3766.95
16272,22213,2025-09-05,4792.94
16273,21026,2023-10-08,395.44
16274,14651,2024-04-07,4982.52
16275,44642,2025-08-07,2376.12
16276,47641,2024-03-07,4504.58
16277,26283,2025-05-06,1792.35
16278,17611,2024-02-10,4207.34
16279,2866,2024-01-16,4575.23
16280,6393,2023-11-05,3432.57
16281,2342,2025-01-09,1754.83
16282,9984,2025-01-14,1623.63
16283,28917,2024-05-19,2685.27
16284,27554,2024-11-25,544.63
16285,6622,2024-05-02,4368.9
16286,20258,2024-08-03,504.62
16287,10687,2025-04-13,1148.08
16288,45416,2023-10-13,1225.77
16289,42898,2024-06-01,979.82
16290,4153,2025-01-25,4260.5
16291,48322,2025-02-03,2899.23
16292,48597,2024-09-06,906.91
16293,24997,2025-08-16,4294.59
16294,36180,2024-01-05,2210.68
16295,25164,2024-10-03,4683.22
16296,15575,2024-04-23,907.35
16297,17896,2025-07-16,2486.41
16298,46683,2024-08-26,4395.78
16299,12238,2025-02-06,667.57
16300,33540,2025-01-12,1198.23
16301,44857,2024-03-14,4037.36
16302,32313,2024-04-28,898.23
16303,12024,2023-09-16,3600.67
16304,15007,2024-09-08,222.19
16305,14278,2024-07-23,1999.57
16306,43679,2024-03-27,2899.5
16307,18598,2024-09-14,3539.12
16308,42910,2024-12-25,2637.99
16309,2467,2024-05-05,166.39
16310,10678,2024-06-21,148.21
16311,36812,2024-03-10,2462.61
16312,23571,2024-01-20,2461.75
16313,21913,2025-05-24,4796.87
16314,3279,2025-03-20,1162.51
16315,38369,2024-12-26,2777.4
16316,8139,2025-04-28,993.86
16317,5015,2025-05-03,3696.79
16318,41913,2024-01-17,2917.41
16319,46131,2023-11-24,733.66
16320,11172,2024-03-11,4001.68
16321,33301,2023-11-02,756.55
16322,29402,2025-07-18,2581.48
16323,20249,2024-10-22,901.31
16324,21581,2025-02-11,1558.49
16325,1188,2025-07-21,226.3
16326,9993,2023-12-04,3166.52
16327,12678,2024-05-21,3686.73
16328,1269,2024-06-17,1705.53
16329,26197,2025-09-09,2553.22
16330,20686,2025-08-10,4148.8
16331,44562,2025-03-10,4828.99
16332,3617,2024-03-22,1841.17
16333,42350,2024-12-03,4466.89
16334,33436,2025-03-14,4636.16
16335,14967,2024-02-11,189.24
16336,28470,2023-11-08,2429.76
16337,19096,2024-09-09,3288.15
16338,35867,2024-08-30,1986.33
16339,12926,2025-06-20,1725.45
16340,1259,2024-05-01,1815.54
16341,9967,2025-08-20,2750.47
16342,32284,2025-09-03,3592.89
16343,26194,2025-06-23,827.53
16344,46703,2025-03-28,4296.16
16345,12290,2025-02-25,783.93
16346,27086,2024-12-23,3870.38
16347,24937,2025-07-15,3120.27
16348,22001,2024-10-30,3031.77
16349,10776,2025-01-26,4501.88
16350,31276,2023-11-25,3948.31
16351,7365,2024-06-27,3550.79
16352,43118,2025-06-25,2845.97
16353,46175,2024-07-27,466.28
16354,35712,2024-07-24,2796.5
16355,36189,2023-12-02,2691.07
16356,42461,2024-04-22,2516.72
16357,3390,2024-04-16,960.34
16358,3999,2023-11-19,3825.46
16359,31219,2024-11-27,97.63
16360,31635,2023-11-23,2539.3
16361,33279,2025-06-16,3445.53
16362,24214,2024-09-10,3021.29
16363,12543,2024-04-03,2003.02
16364,25128,2024-02-25,1620.92
16365,23532,2023-12-21,920.3
16366,19284,2024-03-22,1157.39
16367,30138,2025-03-08,4045.28
16368,46978,2025-08-25,601.69
16369,47099,2024-07-17,1032.84
16370,47951,2024-03-03,942.56
16371,7172,2025-07-08,4713.82
16372,46851,2024-06-04,2799.26
16373,40330,2025-04-16,4122.21
16374,22905,2024-04-08,3338.57
16375,34620,2025-09-02,425.91
16376,25165,2025-01-27,3941.86
16377,8014,2024-05-22,4143.97
16378,39593,2024-10-06,1029.78
16379,12119,2024-03-07,4882.59
16380,965,2025-05-09,2914.45
16381,48617,2024-03-14,2005.89
16382,29678,2023-11-29,2506.84
16383,39515,2023-09-30,1530.07
16384,17547,2024-02-23,2165.58
16385,13438,2024-07-10,3309.92
16386,21424,2024-10-12,4615.27
16387,20187,2023-09-17,1190.24
16388,46517,2024-05-07,998.61
16389,39929,2023-09-21,4383.72
16390,31451,2024-10-28,4246.69
16391,20458,2025-07-09,3716.45
16392,1904,2025-07-14,3038.41
16393,7795,2024-07-26,4978.76
16394,13321,2024-04-26,3342.39
16395,9869,2024-11-01,261.55
16396,15866,2025-04-19,2201.35
16397,4444,2025-08-17,3994.67
16398,43533,2024-12-04,534.08
16399,35330,2025-09-06,2938.88
16400,28199,2025-04-03,978.19
16401,16439,2023-09-28,2924.55
16402,44978,2024-02-15,3610.97
16403,34604,2025-07-30,232.71
16404,21086,2023-12-15,961.67
16405,34993,2024-07-26,191.61
16406,11998,2024-03-17,1521.34
16407,13202,2023-11-12,4412.51
16408,611,2024-06-18,1863.49
16409,40053,2024-12-14,3406.47
16410,29057,2025-03-17,3273.48
16411,14752,2024-04-05,1941.37
16412,42646,2024-07-14,1847.46
16413,26600,2025-01-08,2164.15
16414,13886,2025-04-21,4223.59
16415,24103,2024-05-10,4465.18
16416,25152,2024-11-29,480.37
16417,292,2024-08-15,992.73
16418,18698,2023-11-15,2890.13
16419,17926,2024-06-15,2225.91
16420,3189,2024-12-24,592.41
16421,46094,2023-10-27,628.15
16422,31597,2023-09-21,2433.42
16423,16369,2024-11-26,3478.75
16424,41600,2024-11-05,4756.04
16425,5395,2023-12-18,2711.29
16426,40278,2025-08-31,3862.2
16427,5411,2023-10-09,1995.6
16428,39066,2023-12-24,3848.07
16429,38044,2024-06-22,533.6
16430,24433,2025-05-06,1610.83
16431,9956,2023-11-11,4154.4
16432,35012,2025-01-10,385.04
16433,31531,2024-09-09,4544.91
16434,11184,2024-06-27,551.24
16435,12653,2024-01-16,4957.62
16436,33620,2024-12-01,4078.27
16437,27024,2025-03-21,3876.48
16438,14341,2024-12-20,4983.95
16439,2780,2024-01-13,3428.56
16440,37558,2023-12-07,1404.34
16441,21197,2024-05-06,4069.65
16442,35424,2024-02-27,4112.97
16443,5830,2024-11-25,3836.76
16444,14388,2024-09-11,4163.1
16445,21352,2023-10-03,3063.55
16446,29867,2025-08-21,2936.06
16447,44505,2024-08-12,3242.94
16448,11028,2023-09-26,195.45
16449,47087,2025-02-05,2638.12
16450,43057,2024-06-18,1114.42
16451,2232,2024-11-18,4740.48
16452,47597,2024-04-24,390.63
16453,8955,2024-07-06,861.28
16454,27047,2024-01-04,398.46
16455,19736,2023-12-02,3886.71
16456,45575,2024-05-25,644.15
16457,10222,2025-05-20,672.67
16458,47718,2024-12-07,4717.21
16459,22357,2023-10-16,2627.31
16460,8408,2023-10-23,2144.27
16461,7670,2025-01-09,1416.4
16462,21513,2024-07-09,326.97
16463,24699,2024-02-04,1465.14
16464,43097,2025-01-20,4645.07
16465,43762,2025-05-09,4804.73
16466,19486,2023-12-07,750.22
16467,48931,2023-12-19,2915.14
16468,49405,2024-09-15,1361.27
16469,37048,2025-08-25,1508.79
16470,7693,2024-10-24,4321.88
16471,46746,2025-04-02,4306.71
16472,11914,2025-02-19,1791.82
16473,19714,2025-08-07,1472.6
16474,23337,2025-03-09,1387.64
16475,24488,2024-05-20,4804.08
16476,44394,2023-10-21,1642.41
16477,24553,2024-10-01,4803.39
16478,7661,2025-03-08,4500.4
16479,32884,2024-10-16,1936.56
16480,23380,2024-06-10,1620.53
16481,5169,2024-07-27,4994.1
16482,25919,2024-04-02,124.69
16483,32669,2024-09-15,3077.14
16484,37410,2025-08-27,2968.67
16485,27159,2025-02-01,4010.11
16486,11470,2024-05-07,2651.46
16487,49552,2024-01-12,3512.89
16488,26592,2023-11-18,227.12
16489,26484,2024-11-18,4439.39
16490,639,2024-05-22,644.54
16491,15397,2023-12-24,658.91
16492,23620,2025-06-16,4734.52
16493,33941,2025-01-17,946.74
16494,48796,2025-01-06,1399.52
16495,31899,2025-01-03,257.8
16496,32267,2024-08-28,2455.81
16497,11671,2024-01-21,366.76
16498,13682,2024-02-07,1465.17
16499,43847,2024-05-14,2981.04
16500,20738,2025-09-02,1693.58
16501,13227,2024-08-22,3378.34
16502,15372,2024-02-20,2183.22
16503,46904,2024-04-15,1033.29
16504,47411,2025-07-18,4516.42
16505,30088,2024-01-01,3814.93
16506,5191,2025-09-08,2834.15
16507,46285,2023-10-28,4993.71
16508,38461,2024-03-22,2044.18
16509,35153,2024-10-19,1641.02
16510,20352,2024-06-08,3480.99
16511,22474,2025-02-25,1705.5
16512,24445,2025-05-27,3410.91
16513,11041,2024-06-07,2304.0
16514,18727,2025-01-02,102.37
16515,11801,2024-06-20,2053.86
16516,8150,2023-12-18,2333.31
16517,48645,2024-01-01,3812.39
16518,4059,2025-06-20,4946.11
16519,22553,2023-12-18,3976.56
16520,5872,2025-08-31,1846.84
16521,13279,2024-07-21,3417.42
16522,49341,2024-04-06,2662.86
16523,47665,2025-04-28,1425.14
16524,25391,2024-02-17,1859.48
16525,28320,2024-03-11,4896.38
16526,29692,2024-07-27,4729.42
16527,25685,2024-10-11,2148.25
16528,16271,2024-11-22,1765.77
16529,49791,2024-06-05,1360.72
16530,13658,2025-09-02,1233.75
16531,18356,2024-12-13,732.07
16532,12447,2023-12-10,4719.03
16533,10490,2023-09-21,2410.29
16534,23451,2024-10-31,2561.96
16535,35315,2024-01-12,1754.62
16536,4821,2024-05-14,4563.91
16537,33741,2025-04-30,2385.5
16538,10647,2025-09-10,4622.49
16539,558,2024-12-18,4738.86
16540,38355,2025-04-21,1553.56
16541,46831,2024-11-05,1251.85
16542,18654,2024-12-23,4674.73
16543,32838,2024-12-09,426.24
16544,30831,2025-02-23,3960.76
16545,33449,2023-10-03,2681.52
16546,13382,2024-05-11,4990.77
16547,8843,2024-08-07,1566.22
16548,12894,2024-02-14,2789.62
16549,15243,2024-07-16,530.64
16550,23749,2024-09-23,3882.38
16551,8957,2024-04-12,2347.05
16552,27968,2025-05-08,4989.23
16553,1054,2025-05-15,898.34
16554,34413,2023-10-17,3619.43
16555,39620,2025-07-22,499.28
16556,41725,2025-02-05,3074.39
16557,21966,2023-10-23,4758.76
16558,459,2024-12-12,638.13
16559,10327,2024-04-08,1187.48
16560,35051,2023-12-06,3374.8
16561,31401,2024-07-18,2204.57
16562,6075,2023-09-14,65.62
16563,48447,2023-10-16,96.42
16564,14364,2025-07-18,4399.1
16565,34510,2024-01-03,2266.73
16566,878,2024-11-25,4438.7
16567,29414,2024-07-13,2523.79
16568,251,2025-07-22,2297.49
16569,1298,2025-02-07,4587.41
16570,2993,2024-02-24,4123.23
16571,25410,2025-06-20,2859.58
16572,11217,2025-08-26,4105.36
16573,12411,2024-10-16,2652.02
16574,37309,2024-08-11,3176.56
16575,27524,2024-01-03,4149.59
16576,16229,2025-09-09,2332.61
16577,39662,2025-07-15,3159.33
16578,31022,2025-04-01,2560.29
16579,2921,2023-11-07,479.22
16580,7902,2025-01-19,1174.7
16581,17728,2024-12-06,1290.65
16582,48303,2025-07-26,981.08
16583,16882,2024-02-03,1182.04
16584,46406,2024-03-25,4255.31
16585,30649,2025-07-31,3627.12
16586,252,2023-11-22,1049.8
16587,7946,2024-05-25,4975.94
16588,39089,2024-02-15,297.14
16589,46634,2024-02-11,1784.17
16590,30448,2025-08-27,4085.11
16591,48178,2024-08-08,4873.97
16592,8046,2023-10-02,4269.84
16593,9767,2023-10-20,1038.94
16594,49297,2025-02-06,3804.48
16595,29398,2025-09-09,4239.56
16596,12662,2025-03-17,2198.1
16597,32594,2023-11-06,515.75
16598,22821,2025-05-12,4881.81
16599,41254,2024-10-21,590.59
16600,28230,2025-06-17,2789.33
16601,25960,2024-01-21,2543.64
16602,39791,2025-02-14,665.73
16603,30771,2024-06-09,3316.61
16604,47661,2025-06-10,4897.38
16605,33699,2023-12-24,4197.84
16606,22244,2025-09-05,4699.22
16607,6333,2024-09-07,3469.66
16608,32144,2024-03-17,3196.39
16609,33393,2024-12-26,2415.9
16610,15493,2023-12-07,2110.33
16611,26889,2025-09-07,239.93
16612,29423,2023-09-18,3820.24
16613,47384,2025-05-31,4412.33
16614,12266,2025-07-13,3131.93
16615,44557,2025-05-12,1767.88
16616,14074,2023-09-21,601.09
16617,22260,2024-11-06,1110.46
16618,41635,2025-02-02,1484.47
16619,11531,2024-08-23,1202.33
16620,16835,2023-11-22,78.7
16621,16108,2023-11-24,1201.32
16622,49958,2023-11-02,3187.9
16623,49861,2024-05-15,2848.49
16624,5692,2023-09-25,1216.21
16625,39760,2024-09-05,4527.74
16626,46777,2024-08-25,1374.35
16627,9639,2025-06-22,3379.95
16628,45742,2023-11-12,4426.09
16629,13087,2024-09-12,4874.66
16630,44254,2024-10-19,874.53
16631,7000,2025-02-08,1690.66
16632,19596,2024-03-25,3480.35
16633,12355,2024-04-28,2040.83
16634,16494,2025-01-15,821.17
16635,36457,2025-06-10,3885.01
16636,22740,2025-03-31,1878.27
16637,30168,2023-12-20,4296.22
16638,18466,2024-04-22,1153.39
16639,27388,2025-05-17,4772.16
16640,3756,2024-02-08,350.68
16641,22361,2025-05-09,1331.08
16642,48949,2024-07-07,3315.08
16643,7401,2023-12-24,1180.69
16644,3289,2025-06-21,4601.01
16645,24664,2024-08-28,2235.6
16646,6930,2025-07-06,4088.5
16647,28715,2025-08-18,1175.92
16648,31142,2025-01-26,4782.91
16649,45013,2024-08-02,2230.1
16650,20367,2025-02-04,3573.74
16651,31313,2023-10-08,445.54
16652,15807,2025-06-15,1632.76
16653,3420,2023-09-24,2606.79
16654,41322,2024-02-03,4402.79
16655,38322,2024-05-05,3382.82
16656,23948,2025-06-16,4448.34
16657,38125,2024-05-18,1668.47
16658,25249,2024-11-12,1247.33
16659,17183,2024-12-22,2372.93
16660,37424,2023-10-16,1668.89
16661,14559,2023-11-25,770.21
16662,26644,2024-08-31,3921.19
16663,44870,2025-08-02,4768.04
16664,14968,2024-12-11,2949.15
16665,4414,2024-09-09,2961.34
16666,31128,2024-03-16,3064.2
16667,7492,2024-08-27,4340.33
16668,19612,2024-08-07,753.02
16669,30636,2025-02-09,483.48
16670,32277,2024-01-31,1038.63
16671,17572,2024-08-18,2718.66
16672,18246,2025-02-03,352.87
16673,43528,2024-09-16,906.59
16674,44640,2024-02-01,3112.31
16675,33549,2023-10-13,1731.84
16676,45888,2023-11-22,4598.33
16677,40628,2024-08-21,682.51
16678,36293,2025-06-03,3060.65
16679,33305,2023-09-23,4999.04
16680,29838,2025-02-05,2513.6
16681,4934,2024-01-30,4106.04
16682,6502,2024-11-07,242.61
16683,40333,2025-08-20,3382.38
16684,28138,2025-05-03,2726.43
16685,29049,2023-12-26,3878.05
16686,11496,2024-08-09,4379.3
16687,13300,2023-12-26,230.99
16688,12293,2023-10-10,4992.32
16689,9772,2025-02-14,2204.34
16690,49883,2025-07-02,2753.88
16691,49941,2025-09-02,197.36
16692,14364,2025-05-09,2433.14
16693,31875,2025-08-23,888.5
16694,24984,2025-09-11,1615.88
16695,43948,2024-09-15,3994.84
16696,24376,2025-03-12,4513.9
16697,251,2024-04-20,571.74
16698,20437,2025-06-02,270.53
16699,3893,2025-01-24,2331.76
16700,31036,2024-10-01,432.95
16701,19533,2024-10-16,368.08
16702,24696,2024-05-23,2487.11
16703,20817,2024-01-06,918.46
16704,46522,2025-01-09,4030.7
16705,40446,2024-12-28,3379.73
16706,4927,2023-11-26,2868.63
16707,13246,2025-01-04,3918.55
16708,44394,2025-07-13,4212.89
16709,46126,2024-12-28,3449.06
16710,25118,2023-09-22,2571.5
16711,35748,2023-12-08,2589.36
16712,41975,2025-03-19,4504.8
16713,45959,2025-01-04,3774.8
16714,2607,2025-06-24,384.95
16715,29083,2024-10-12,3509.52
16716,29417,2023-10-01,4209.98
16717,17646,2024-05-25,305.0
16718,9449,2024-09-26,2879.63
16719,40071,2025-04-21,2719.87
16720,16095,2025-03-11,3543.61
16721,11422,2024-07-28,136.66
16722,1328,2024-06-27,945.0
16723,15384,2024-12-24,1922.76
16724,19876,2024-05-18,450.0
16725,26386,2024-01-28,729.39
16726,45705,2024-01-11,4471.83
16727,14562,2025-08-06,706.29
16728,3879,2024-03-08,1029.21
16729,32660,2024-09-10,4344.01
16730,28856,2023-12-19,271.05
16731,33106,2024-08-30,1686.36
16732,36860,2024-10-26,3770.5
16733,8219,2024-02-03,3577.12
16734,33481,2024-04-24,2889.37
16735,25687,2025-03-31,2721.87
16736,32041,2025-03-26,214.56
16737,39956,2024-03-17,82.7
16738,47207,2025-09-12,3296.19
16739,1865,2024-01-01,111.09
16740,138,2024-02-02,3906.98
16741,22616,2025-05-07,4910.23
16742,13895,2024-12-30,454.16
16743,43932,2023-12-24,339.95
16744,40461,2024-07-30,4024.75
16745,7574,2024-04-24,4282.9
16746,26920,2024-10-29,2667.33
16747,17087,2024-01-25,4719.15
16748,37965,2024-12-10,124.62
16749,40312,2024-09-23,401.88
16750,17031,2024-04-19,2158.17
16751,30622,2025-01-26,1865.85
16752,26805,2025-08-10,3477.11
16753,48498,2025-08-21,400.26
16754,48376,2025-07-20,1333.52
16755,19397,2024-07-02,1009.78
16756,31385,2025-09-06,3715.58
16757,34522,2024-11-03,2217.53
16758,1134,2025-07-07,1733.98
16759,46218,2024-09-25,3450.86
16760,22076,2023-11-07,4603.61
16761,12935,2024-10-18,3581.25
16762,34874,2024-07-26,2205.8
16763,31043,2024-03-31,4543.48
16764,8191,2024-06-12,1318.72
16765,32357,2024-06-20,1900.4
16766,38223,2025-02-20,1614.45
16767,41931,2024-08-21,770.47
16768,2771,2024-07-29,1255.43
16769,23375,2024-02-17,1307.28
16770,45430,2024-11-29,1621.07
16771,7926,2024-02-02,1516.81
16772,6996,2025-05-12,3978.19
16773,48809,2024-10-23,4839.62
16774,17091,2024-04-03,4532.26
16775,2784,2023-10-20,4075.48
16776,11369,2024-09-27,2785.47
16777,47779,2024-10-11,1936.96
16778,37355,2025-04-10,3026.65
16779,23924,2025-08-02,3847.96
16780,22915,2025-01-02,1166.01
16781,45583,2025-05-04,1978.48
16782,34721,2024-03-08,3248.39
16783,28506,2023-10-10,539.74
16784,42676,2025-03-06,4022.75
16785,27434,2024-09-20,3352.42
16786,33897,2023-10-04,395.22
16787,29049,2025-07-06,3451.89
16788,15927,2023-10-28,3756.71
16789,24977,2025-03-21,3021.54
16790,40696,2025-07-10,360.59
16791,32974,2024-10-31,3545.5
16792,25295,2024-12-10,4110.23
16793,43527,2023-11-28,964.0
16794,33775,2023-10-31,3638.29
16795,44943,2025-02-10,1937.35
16796,12187,2024-11-21,2569.92
16797,13990,2024-08-31,988.87
16798,38179,2023-09-15,1780.41
16799,19213,2023-09-18,3498.21
16800,21785,2024-10-16,1589.64
16801,31149,2025-07-10,2226.41
16802,33188,2023-12-08,2710.74
16803,4116,2024-07-20,50.95
16804,22498,2024-09-30,4825.16
16805,1897,2025-01-31,4469.82
16806,35374,2024-06-11,3022.53
16807,46980,2025-08-20,3187.41
16808,2194,2024-10-24,2387.86
16809,8655,2025-07-08,4606.28
16810,45453,2024-09-28,3296.7
16811,49094,2025-07-27,1308.98
16812,17663,2024-10-03,4677.56
16813,16357,2025-08-23,2682.89
16814,10659,2024-12-21,365.66
16815,13628,2024-06-17,889.64
16816,46739,2025-07-02,4415.81
16817,386,2024-04-06,731.12
16818,15857,2024-10-08,4123.69
16819,9564,2024-06-18,2106.04
16820,30770,2024-06-25,3296.73
16821,16212,2024-11-02,2038.1
16822,17226,2025-09-12,354.57
16823,433,2024-11-19,4981.2
16824,14228,2024-01-11,271.23
16825,24584,2025-01-18,3119.9
16826,24214,2024-12-25,1876.0
16827,2694,2024-12-18,3315.59
16828,17485,2024-06-22,1682.74
16829,33983,2024-03-03,3218.87
16830,4851,2024-08-13,1877.44
16831,17595,2025-09-08,628.76
16832,38474,2025-06-18,2495.93
16833,47492,2024-11-08,1553.53
16834,29209,2023-12-28,3635.0
16835,22511,2024-12-21,3950.42
16836,28596,2025-05-03,2949.84
16837,45734,2024-10-25,695.51
16838,3069,2025-06-21,629.64
16839,15156,2024-09-30,2910.65
16840,47989,2024-05-23,3624.68
16841,3399,2025-04-18,4707.17
16842,8629,2024-09-24,846.77
16843,10442,2024-01-15,908.01
16844,8190,2023-11-21,3471.58
16845,45861,2023-09-24,714.21
16846,7540,2023-09-13,4974.94
16847,12178,2024-04-06,4660.93
16848,39159,2024-07-03,4883.57
16849,19321,2023-12-03,3660.42
16850,23703,2024-09-06,2064.05
16851,11273,2024-12-15,3131.02
16852,4337,2025-07-13,192.6
16853,43317,2023-12-16,52.93
16854,10315,2024-07-04,4814.66
16855,23718,2024-04-26,3318.75
16856,22435,2024-12-02,716.26
16857,1414,2025-01-27,1013.4
16858,1717,2025-08-06,1304.73
16859,14644,2025-06-29,84.97
16860,39794,2024-08-12,3530.9
16861,37430,2024-04-09,4056.63
16862,46025,2025-03-08,1299.41
16863,7865,2025-02-14,830.59
16864,44641,2023-09-29,200.48
16865,30447,2024-10-23,4573.37
16866,7869,2025-07-12,438.5
16867,24364,2024-06-28,1359.29
16868,23731,2024-05-24,4196.15
16869,32805,2024-11-16,1359.19
16870,9840,2024-12-20,4158.62
16871,34876,2023-10-06,252.61
16872,39360,2025-05-02,3192.94
16873,34701,2023-09-24,918.88
16874,17298,2024-09-29,2655.74
16875,24332,2023-10-20,1715.6
16876,3849,2025-06-12,4953.48
16877,27849,2023-11-22,4110.36
16878,21014,2024-06-23,3095.01
16879,6767,2023-12-10,1993.27
16880,33581,2025-08-26,3740.33
16881,49147,2024-09-14,669.4
16882,7276,2025-03-15,1195.86
16883,38502,2025-02-09,3283.61
16884,15943,2025-05-24,2264.55
16885,49879,2025-04-26,1603.98
16886,14171,2023-11-19,3890.71
16887,20033,2025-08-08,4603.12
16888,29778,2023-11-04,3037.54
16889,19387,2023-11-01,1020.79
16890,1128,2025-06-20,3264.64
16891,5204,2024-10-16,4816.33
16892,23530,2023-12-16,913.86
16893,21034,2024-04-29,4876.09
16894,10793,2025-02-09,2878.72
16895,32946,2023-10-30,4956.41
16896,49834,2025-09-02,2958.31
16897,45050,2024-12-03,1675.26
16898,5892,2024-11-23,2865.43
16899,12439,2024-12-10,62.94
16900,28666,2025-01-06,2443.58
16901,26294,2024-11-08,4553.39
16902,37760,2024-05-22,2548.21
16903,45938,2025-08-29,1302.3
16904,35115,2024-12-01,4483.17
16905,46224,2024-10-26,4470.86
16906,22372,2025-02-07,607.88
16907,25543,2024-08-02,1780.89
16908,27785,2024-09-01,4288.15
16909,10223,2025-02-23,1972.48
16910,12695,2025-02-11,4196.37
16911,8097,2025-06-07,305.89
16912,36792,2025-01-23,4432.21
16913,49584,2024-01-09,4765.08
16914,39348,2024-12-09,4733.71
16915,11109,2025-02-02,3378.01
16916,11901,2025-02-08,4428.84
16917,32698,2024-04-17,3579.11
16918,46148,2024-09-20,1424.74
16919,34423,2024-05-16,4573.01
16920,24156,2024-12-20,3231.22
16921,36550,2024-07-10,4967.69
16922,20110,2024-11-23,3412.02
16923,32801,2025-09-06,474.16
16924,44802,2025-03-16,4242.14
16925,3984,2025-06-29,1937.6
16926,12849,2024-10-10,4000.92
16927,8581,2024-02-29,2539.87
16928,4253,2025-06-17,2113.0
16929,48658,2024-10-01,3859.78
16930,6463,2025-02-11,2987.52
16931,5018,2024-04-11,4075.81
16932,7748,2025-06-25,68.24
16933,19977,2023-10-03,514.18
16934,31928,2024-06-08,3694.18
16935,48277,2024-03-29,2077.63
16936,23512,2024-01-02,408.15
16937,47648,2023-09-29,4820.24
16938,24628,2024-05-19,4695.07
16939,48105,2025-06-30,2271.27
16940,44878,2023-12-03,3410.48
16941,3636,2024-07-12,444.03
16942,45566,2025-06-25,3378.28
16943,23382,2024-08-31,1498.17
16944,15832,2024-09-27,2202.55
16945,11650,2025-04-29,4020.39
16946,29750,2025-02-10,4520.2
16947,21818,2025-09-08,4814.76
16948,12013,2024-01-20,734.46
16949,45678,2024-11-27,1918.43
16950,31544,2025-05-29,3575.77
16951,7234,2024-12-16,1129.41
16952,11314,2025-06-22,576.42
16953,32114,2024-05-06,4859.89
16954,4121,2025-09-03,3770.58
16955,3670,2025-03-12,961.03
16956,12750,2024-12-20,4674.64
16957,10944,2025-05-11,244.37
16958,47712,2023-10-09,2630.81
16959,12117,2025-05-24,3616.85
16960,7373,2023-11-04,1724.42
16961,47087,2025-08-06,2412.13
16962,16388,2025-01-12,1743.57
16963,36826,2024-10-14,2100.64
16964,38385,2024-07-13,1537.36
16965,47821,2024-03-26,1072.51
16966,6930,2024-01-25,3792.99
16967,24012,2025-05-03,1703.12
16968,46166,2023-12-16,4372.62
16969,44261,2024-02-12,141.35
16970,21930,2024-03-29,132.04
16971,49774,2023-10-26,916.34
16972,24087,2025-04-23,2222.74
16973,35948,2025-07-12,3654.29
16974,13647,2024-08-23,1730.65
16975,48144,2025-06-30,3277.64
16976,26683,2023-12-06,4016.73
16977,15965,2025-05-01,580.77
16978,4305,2023-12-08,2364.26
16979,45456,2025-04-25,4110.31
16980,38586,2025-04-18,667.87
16981,45266,2025-05-20,825.3
16982,38484,2023-12-31,2586.51
16983,12996,2024-11-04,4995.78
16984,22447,2024-07-28,2729.09
16985,46831,2024-04-13,3286.2
16986,47333,2024-10-13,4260.8
16987,14192,2024-04-22,4375.51
16988,14392,2024-02-17,977.86
16989,16596,2024-04-04,4051.19
16990,36668,2024-08-04,3203.76
16991,38764,2024-11-01,3397.25
16992,46148,2024-01-28,1592.87
16993,33672,2024-03-20,1501.77
16994,24169,2023-12-10,3631.55
16995,30829,2025-08-16,4492.72
16996,34012,2025-06-23,709.37
16997,9378,2023-10-16,2352.39
16998,33876,2024-08-24,849.7
16999,42707,2024-07-05,4841.04
17000,15191,2024-06-20,1377.82
17001,8540,2024-04-19,3496.31
17002,24266,2025-01-03,1997.37
17003,42446,2025-05-03,614.11
17004,12887,2024-03-05,3029.22
17005,9880,2024-04-21,1782.53
17006,5833,2025-06-15,4436.34
17007,26784,2025-01-28,324.96
17008,40525,2024-03-25,1403.51
17009,11238,2025-06-17,3520.09
17010,33207,2025-07-31,2264.68
17011,6006,2023-12-27,1727.31
17012,40190,2025-05-02,4013.3
17013,13211,2024-01-10,1879.66
17014,77,2024-12-14,1695.65
17015,18587,2024-11-21,2517.63
17016,26674,2025-03-27,1432.52
17017,49876,2025-02-15,1425.09
17018,28956,2024-11-27,1205.37
17019,34192,2025-07-31,2661.53
17020,18808,2024-04-14,2088.18
17021,35935,2024-06-10,3059.95
17022,32067,2023-11-12,1165.52
17023,6100,2025-03-06,437.02
17024,8162,2025-02-14,2042.05
17025,11640,2025-06-28,2268.7
17026,6047,2024-06-23,2694.55
17027,42408,2024-12-23,2018.82
17028,33969,2025-01-28,4442.09
17029,13004,2024-04-10,2341.11
17030,34326,2025-01-14,2005.98
17031,32374,2023-11-07,3352.55
17032,33250,2024-01-06,2295.36
17033,10653,2024-06-21,778.52
17034,42307,2024-09-22,2175.97
17035,48724,2024-11-22,632.87
17036,7998,2024-07-22,1454.63
17037,2035,2024-11-12,4892.38
17038,20665,2024-04-25,3448.85
17039,43529,2024-03-15,749.09
17040,24979,2024-02-15,2886.43
17041,41196,2024-04-04,3034.93
17042,16470,2025-08-10,872.54
17043,41271,2024-06-14,2763.31
17044,23980,2024-11-22,2350.73
17045,43856,2024-05-13,4955.27
17046,46067,2025-03-14,1797.82
17047,48862,2025-06-10,1613.43
